"package"	"afmfile"	"fontfile"	"FullName"	"FamilyName"	"FontName"	"Bold"	"Italic"	"Symbol"	"afmsymfile"
"468"	NA	"Ubuntu-B.afm.gz"	"/usr/share/fonts/truetype/ubuntu/Ubuntu-B.ttf"	"Ubuntu Bold"	"Ubuntu"	"Ubuntu-Bold"	TRUE	FALSE	FALSE	NA
"469"	NA	"Ubuntu-BI.afm.gz"	"/usr/share/fonts/truetype/ubuntu/Ubuntu-BI.ttf"	"Ubuntu Bold Italic"	"Ubuntu"	"Ubuntu-BoldItalic"	TRUE	TRUE	FALSE	NA
"470"	NA	"Ubuntu-C.afm.gz"	"/usr/share/fonts/truetype/ubuntu/Ubuntu-C.ttf"	"Ubuntu Condensed"	"Ubuntu Condensed"	"UbuntuCondensed-Regular"	FALSE	FALSE	FALSE	NA
"471"	NA	"Ubuntu-RI.afm.gz"	"/usr/share/fonts/truetype/ubuntu/Ubuntu-RI.ttf"	"Ubuntu Italic"	"Ubuntu"	"Ubuntu-Italic"	FALSE	TRUE	FALSE	NA
"472"	NA	"Ubuntu-L.afm.gz"	"/usr/share/fonts/truetype/ubuntu/Ubuntu-L.ttf"	"Ubuntu Light"	"Ubuntu Light"	"Ubuntu-Light"	FALSE	FALSE	FALSE	NA
"473"	NA	"Ubuntu-LI.afm.gz"	"/usr/share/fonts/truetype/ubuntu/Ubuntu-LI.ttf"	"Ubuntu Light Italic"	"Ubuntu Light"	"Ubuntu-LightItalic"	FALSE	TRUE	FALSE	NA
"474"	NA	"Ubuntu-M.afm.gz"	"/usr/share/fonts/truetype/ubuntu/Ubuntu-M.ttf"	"Ubuntu Medium"	"Ubuntu Light"	"Ubuntu-Medium"	TRUE	FALSE	FALSE	NA
"475"	NA	"Ubuntu-MI.afm.gz"	"/usr/share/fonts/truetype/ubuntu/Ubuntu-MI.ttf"	"Ubuntu Medium Italic"	"Ubuntu Light"	"Ubuntu-MediumItalic"	TRUE	TRUE	FALSE	NA
"476"	NA	"UbuntuMono-B.afm.gz"	"/usr/share/fonts/truetype/ubuntu/UbuntuMono-B.ttf"	"Ubuntu Mono Bold"	"Ubuntu Mono"	"UbuntuMono-Bold"	TRUE	FALSE	FALSE	NA
"477"	NA	"UbuntuMono-BI.afm.gz"	"/usr/share/fonts/truetype/ubuntu/UbuntuMono-BI.ttf"	"Ubuntu Mono Bold Italic"	"Ubuntu Mono"	"UbuntuMono-BoldItalic"	TRUE	TRUE	FALSE	NA
"478"	NA	"UbuntuMono-RI.afm.gz"	"/usr/share/fonts/truetype/ubuntu/UbuntuMono-RI.ttf"	"Ubuntu Mono Italic"	"Ubuntu Mono"	"UbuntuMono-Italic"	FALSE	TRUE	FALSE	NA
"479"	NA	"UbuntuMono-R.afm.gz"	"/usr/share/fonts/truetype/ubuntu/UbuntuMono-R.ttf"	"Ubuntu Mono"	"Ubuntu Mono"	"UbuntuMono-Regular"	FALSE	FALSE	FALSE	NA
"480"	NA	"Umpush.afm.gz"	"/usr/share/fonts/truetype/tlwg/Umpush.ttf"	"Umpush"	"Umpush"	"Umpush"	FALSE	FALSE	FALSE	NA
"481"	NA	"Umpush-Bold.afm.gz"	"/usr/share/fonts/truetype/tlwg/Umpush-Bold.ttf"	"Umpush Bold"	"Umpush"	"Umpush-Bold"	TRUE	FALSE	FALSE	NA
"482"	NA	"Umpush-BoldOblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/Umpush-BoldOblique.ttf"	"Umpush Bold Oblique"	"Umpush"	"Umpush-BoldOblique"	TRUE	TRUE	FALSE	NA
"483"	NA	"Umpush-Light.afm.gz"	"/usr/share/fonts/truetype/tlwg/Umpush-Light.ttf"	"Umpush Light"	"Umpush"	"Umpush-Light"	FALSE	FALSE	FALSE	NA
"484"	NA	"Umpush-LightOblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/Umpush-LightOblique.ttf"	"Umpush Light Oblique"	"Umpush"	"Umpush-LightOblique"	FALSE	TRUE	FALSE	NA
"485"	NA	"Umpush-Oblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/Umpush-Oblique.ttf"	"Umpush Oblique"	"Umpush"	"Umpush-Oblique"	FALSE	TRUE	FALSE	NA
"486"	NA	"Uroob.afm.gz"	"/usr/share/fonts/truetype/malayalam/Uroob.ttf"	"Uroob"	"Uroob"	"Uroob"	TRUE	FALSE	FALSE	NA
"487"	NA	"utkal.afm.gz"	"/usr/share/fonts/truetype/fonts-orya-extra/utkal.ttf"	"utkal medium"	"utkal"	"utkal"	FALSE	FALSE	FALSE	NA
"488"	NA	"vemana2000.afm.gz"	"/usr/share/fonts/truetype/fonts-telu-extra/vemana2000.ttf"	"Vemana2000"	"Vemana2000"	"Vemana2000"	FALSE	FALSE	FALSE	NA
"489"	NA	"Waree.afm.gz"	"/usr/share/fonts/truetype/tlwg/Waree.ttf"	"Waree"	"Waree"	"Waree"	FALSE	FALSE	FALSE	NA
"490"	NA	"Waree-Bold.afm.gz"	"/usr/share/fonts/truetype/tlwg/Waree-Bold.ttf"	"Waree Bold"	"Waree"	"Waree-Bold"	TRUE	FALSE	FALSE	NA
"491"	NA	"Waree-BoldOblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/Waree-BoldOblique.ttf"	"Waree Bold Oblique"	"Waree"	"Waree-BoldOblique"	TRUE	TRUE	FALSE	NA
"492"	NA	"Waree-Oblique.afm.gz"	"/usr/share/fonts/truetype/tlwg/Waree-Oblique.ttf"	"Waree Oblique"	"Waree"	"Waree-Oblique"	FALSE	TRUE	FALSE	NA
